SSPN,SBC,2,168
SSPN,HUP,10,58
SSPN,DMM,16,33
SSPN,PKD,4,21
AGN,G,10,22
AGN,DGG,6,51
AGN,SKS,4,15
NYY,DAVM,1,6
NYY,KZT,4,20
NYY,TVC,12,18
NYY,PASA,7,12
AGI,NCH,4,17
AGI,MXN,4,28
AGI,NMT,4,12
AGI,SLGR,4,26
NYP,GDR,17,28
NYP,MAS,3,109
NYP,BZA,3,321
NYP,SPE,17,27
AGC,DHO,35,53
AGC,FDB,7,166
AGC,NDLS,3,195
AGC,TDL,2,26
AGC,GWL,51,119
AGC,MTJ,55,54
AGC,JHS,11,215
AGC,DSJ,2,191
AGC,IDH,4,1
AGC,RKM,52,4
AGC,MRA,17,80
AGC,NZM,9,187
NYN,MJA,7,31
NYN,SRJ,8,37
NYN,BDL,2,75
NYN,ALD,24,7
NYN,JSR,3,16
NYN,MKP,4,93
NYO,PMU,2,4
NYO,SEE,4,11
NYO,DGA,2,12
NYO,STLR,4,8
AGY,CUK,5,12
AGY,CPU,5,10
NYG,JRLI,2,15
NYG,PRNR,2,14
KOTA,DKNT,8,9
KOTA,GQL,3,6
KOTA,SWM,57,108
KOTA,NAD,13,225
KOTA,AF,2,333
KOTA,RTM,9,266
KOTA,LKE,9,60
KOTA,BAZ,5,67
KOTA,ATH,4,45
KOTA,GUNA,7,185
KOTA,MTJ,3,324
KOTA,RMA,29,72
KOTA,CNA,2,164
KOTA,IDG,4,72
KOTA,BUDI,11,38
KOTA,VMA,1,185
KOTA,BRC,10,528
KOTA,BWM,6,100
KOTA,NZM,10,458
KOTA,KPTN,1,14
SPX,TPK,2,9
SPX,FKM,2,8
KYJ,CNGR,12,20
KYJ,KPY,28,14
KYJ,HAD,20,13
KYJ,QLN,49,41
KYJ,MVLK,31,8
KYJ,ALLP,14,44
BWR,NEW,6,9
BWR,JHS,6,22
SRY,SHK,2,10
SRY,LKR,2,16
BWT,YPR,4,76
BWT,MLO,8,27
BWT,WFD,3,47
BWT,KJM,48,56
BWT,BNCE,1,63
BWT,TPT,8,85
BWT,KPD,2,162
BWT,JTJ,28,78
BWT,BNC,1,66
BWT,SA,6,198
BWT,KPN,21,34
KYN,PUNE,6,138
KYN,NK,20,134
KYN,IGP,65,84
KYN,KSRA,19,67
KYN,NRL,3,33
KYN,PNVL,6,37
KYN,BSR,10,52
KYN,MMR,3,207
KYN,BSL,3,391
KYN,LNL,22,75
KYN,CSTM,2,54
KYN,TNA,86,20
KYN,KJT,54,47
KYN,DR,39,44
KYN,BIRD,26,25
KYN,LTT,26,38
KYM,DWP,1,9
KYM,RJY,1,10
SPP,BJU,4,50
SPP,DES,2,18
SPP,MOG,6,13
SPP,HJP,4,38
SPP,MNO,4,7
SPT,PSA,22,32
SPT,BAM,10,42
SPT,CHE,2,105
SPT,MMS,4,19
SPT,IPM,18,18
KYF,NBG,6,8
KYF,JPL,6,8
KYE,BINA,14,22
KYE,JRK,2,18
KYE,MAKR,7,18
KYE,SGO,19,53
KRG,RMP,5,11
KRG,STR,7,10
KRG,KRD,2,48
SPJ,KRBP,8,14
SPJ,ROA,2,29
SPJ,MKPR,1,4
SPJ,UJP,5,10
SPJ,DSS,23,24
SPJ,DBG,20,38
SPJ,LSI,10,33
SPJ,MFP,45,52
SPJ,BJU,40,51
SPJ,HYT,6,22
SPJ,KPGM,8,6
SPJ,KGG,2,85
SPJ,RBZ,2,17
SPJ,KSP,1,10
SPK,BOJ,2,14
SPK,BFD,2,13
KRD,SIW,1,9
KRD,BVNR,3,21
KRD,MSR,4,14
KRD,TKR,8,27
KRD,SLI,20,68
KRD,STR,26,58
KRD,KOV,2,35
SPN,BE,59,71
SPN,MINJ,1,44
SPN,CH,2,135
SPN,PMR,1,51
SPN,LKO,23,165
SPN,BTRA,2,9
SPN,SCC,1,91
SPN,AJI,6,31
SPN,HRI,36,62
SPN,AO,8,93
SPN,ROZA,17,8
SPN,TLH,10,18
SPN,BLPU,2,35
BWH,GMR,10,7
BWH,DLN,10,8
BWI,MLPR,4,13
BWI,SHG,4,11
KYQ,GLPT,18,122
KYQ,RNY,42,41
KYQ,CGS,2,15
KYQ,NBQ,5,150
KYQ,GHY,56,6
SPC,SCC,2,5
SPC,ROZA,2,79
BWL,RE,3,15
BWL,KRH,1,32
BWL,HSI,2,24
BWM,SGZ,14,33
BWM,GOH,8,22
BWM,NAD,4,125
BWM,RTM,2,166
BWM,RMA,14,28
BWM,JHW,8,17
BWN,NH,6,77
BWN,DGR,63,63
BWN,KOAA,8,97
BWN,KQU,8,61
BWN,HWH,48,95
BWN,RNG,3,87
BWN,KAN,2,13
BWN,SDAH,12,101
BWN,MNAE,2,38
BWN,BDC,50,67
BWN,GKH,18,32
BWN,BP,2,91
BWN,BHP,28,52
BWN,RPH,2,112
BWN,ASN,8,106
BWN,PAN,15,47
BWN,DAKE,7,88
KYT,CAR,1,9
KYT,ARW,1,9
UMRI,MUE,9,20
UMRI,KEK,1,16
UMRI,DAB,8,29
GR,GUR,12,26
GR,DUD,2,50
GR,WADI,25,36
GR,SDB,30,26
GR,SUR,41,113
GP,BMB,13,35
GP,JSG,4,71
GP,GPH,8,19
GP,ROU,21,30
GP,KXN,4,9
TLHD,ANGL,30,12
TLHD,MRDL,4,15
TLHD,DNKL,22,48
TLHD,TLHR,2,6
TLHD,CTC,2,106
BYT,BSP,39,47
BYT,BYL,12,30
BYT,R,27,64
BYT,HN,2,15
BYT,TLD,22,26
TRTR,PVRD,7,19
TRTR,ERN,10,12
TRTR,KTYM,5,50
TRTR,MNTT,2,8
TRTR,ERS,4,9
GY,RLO,4,24
GY,ATP,28,57
GY,DHNE,12,55
GY,TU,15,48
GY,GTL,39,28
GY,DMM,2,91
GY,KLU,2,30
GY,KRNT,2,108
GY,HX,2,156
BYN,BEA,8,5
BYN,RPR,8,9
BYL,BSP,12,16
GD,LKO,16,124
GD,BBK,30,89
GD,CLJ,14,28
GD,MUR,42,29
GD,BST,22,89
GD,GKP,10,154
GD,LJN,2,116
GD,PDR,2,35
GD,SCC,4,159
GD,JLD,4,46
GB,CC,10,10
GB,GKP,1,34
GB,DEOS,11,15
BYD,RNR,2,18
BYD,HVR,2,14
GK,LMP,3,35
GK,MLN,3,26
TLHR,ANGL,9,18
TLHR,DNKL,11,52
GH,SBZ,2,11
GH,CPJ,2,15
MAQ,KGQ,23,46
MAQ,MAJN,4,5
MAQ,KMQ,2,34
MAQ,MJS,5,17
MAQ,ULL,2,9
MAQ,SL,4,29
MAP,SLY,1,24
MAP,BQI,4,22
MAP,TPT,5,47
MAP,KPD,2,138
MAP,JTJ,6,54
MAP,SA,8,66
MAP,BDY,2,12
MAS,GDR,28,138
MAS,NLR,2,176
MAS,TRL,7,42
MAS,PER,32,6
MAS,OGL,8,292
MAS,AJJ,40,69
MAS,KPD,17,129
MAS,BZA,10,430
MAS,SPE,23,83
MAU,BTT,2,68
MAU,AMH,5,43
MAU,BLTR,10,35
MAU,DEOS,4,89
MAU,IAA,19,8
MAU,DLR,11,21
MAU,JKN,2,29
MAU,BUI,8,69
MAU,BSB,6,93
MAU,ARJ,2,57
MAU,MMA,18,21
MAU,RSR,3,37
PQE,BEHS,7,6
PQE,NLD,7,6
JNU,MIH,2,12
JNU,ZBD,13,7
JNU,BTP,2,39
JNU,MAY,1,24
JNU,KS,6,22
JNU,ABP,2,77
JNU,SHG,21,33
JNU,JNH,1,54
JNU,BSB,14,58
MAY,JNH,5,30
MAY,ZBD,4,18
SNL,DOA,1,7
SNL,LDH,1,15
PQL,KZJ,2,8
PQL,GNP,2,12
SNK,DDE,2,19
SNK,AN,2,42
PQN,KHNM,2,19
PQN,UCR,12,11
PQN,GRMR,10,7
SNI,SEGM,7,31
SNI,TGP,2,9
SNI,NGP,1,46
SNI,AJNI,8,43
SNV,WSA,2,57
SNV,AJU,2,33
SNV,G,4,46
SNT,TPF,2,21
SNT,AMP,19,13
SNT,SURI,8,19
SNT,MLV,7,16
SNT,BHP,4,33
SNT,RPH,24,28
SNT,PNE,6,29
MAD,MYA,15,19
MAD,KGI,1,62
MAD,CPT,14,18
SNP,ANDI,1,34
SNP,NDLS,2,44
SNP,GNU,16,16
SNP,PNP,18,45
SNP,DLI,1,43
SNP,SZM,15,41
SNP,NUR,13,17
SNP,SMK,1,28
SNP,RDDE,1,10
SNP,DEE,2,46
JND,BDDR,2,28
JND,KSD,12,35
JND,NUD,4,31
JND,JLR,10,26
MAI,MTR,8,13
MAI,CAA,8,8
JNH,BOY,14,31
JNH,PLP,8,23
JNH,ALD,8,60
JNH,URPR,7,14
JNH,SQN,7,5
JNH,BSE,11,17
JNH,SAW,7,16
JNH,PBH,2,53
JNH,BSB,2,75
JNO,NVG,2,25
JNO,IKR,1,13
JNO,HRG,1,10
JNO,PUX,2,18
MAO,KUDL,4,139
MAO,SVM,14,16
MAO,UD,8,350
MAO,CHI,2,440
MAO,KKW,4,178
MAO,VSG,15,28
MAO,PNVL,4,697
MAO,KRMI,10,40
MAO,QLM,1,34
MAO,THVM,14,64
MAO,CNO,6,45
MAO,RN,6,334
MAO,KAWR,26,82
MAO,KT,2,159
MAO,SWV,4,110
JNL,ASR,8,19
JNL,BEAS,8,24
BEH,BMB,8,16
BEH,JSG,8,21
BEB,REJ,2,9
BEB,BPC,6,18
BEB,PLY,4,18
SVRP,CLG,3,12
SVRP,BKSL,1,5
SVRP,PPT,4,9
BEA,RPR,6,14
BEA,KRS,2,12
BEA,DURE,2,31
BEA,BXR,2,47
BEA,ARA,16,22
BEG,KUF,2,8
BEG,TDP,2,7
BEY,BMH,2,6
BEY,NDL,2,34
BER,FA,4,155
BER,SEU,3,14
BER,AII,28,52
BER,SOD,8,67
BER,MJ,13,88
BSRX,LMT,8,18
BSRX,BJP,8,44
MLGH,SMPA,1,21
MLGH,BUDI,4,68
MLGH,COR,3,65
MLGH,CNA,2,58
VLI,FK,7,10
VLI,PGI,7,5
TTR,ASK,27,26
TTR,TK,24,70
TTR,AMSA,3,27
GMDN,KGP,2,2
GMDN,MDN,2,11
LSI,TLWA,1,7
LSI,HYT,9,11
LSI,DBG,20,5
VLY,NNN,8,14
VLY,NCJ,14,31
VLY,AAY,2,19
VLY,TEN,10,42
VLY,NPK,2,8
MPLM,KRR,2,10
MPLM,PGR,2,5
LSR,RGO,14,28
LSR,POZ,1,12
LSR,KAJG,1,10
LSR,AWB,14,33
TTL,VPT,2,21
TTL,SVKS,2,3
TTB,MXN,4,12
TTB,KXL,2,17
TTB,FKG,2,26
VLR,TNM,2,83
VLR,KPD,12,10
VLR,VM,2,150
VLR,ARV,8,35
BIRD,PNVL,6,40
BIRD,BSR,32,27
LSX,BRPL,4,38
LSX,BLGR,4,18
ZN,RGP,4,12
ZN,GNP,6,28
ZN,BG,2,38
ZN,PBP,2,5
ZN,ALER,12,15
ZN,KZJ,14,48
ZN,SC,8,84
KSRA,IGP,19,16
SPZ,BGZ,10,18
SPZ,ROK,9,22
SPZ,ISM,1,3
GRX,BSE,1,13
GRX,DND,1,10
GRY,PHR,5,13
GRY,PGW,5,10
GRD,MMD,3,10
GRD,MDP,1,38
GRA,PNP,8,16
GRA,KUN,8,18
GRO,ET,2,11
GRO,SQL,2,8
GRL,MFP,8,26
GRL,BNR,8,9
ZW,JYM,2,23
ZW,KRCD,2,15
BSDP,NKP,8,7
BSDP,KAPG,8,10
NMM,RPAN,2,11
NMM,MJBT,2,30
NOI,JRK,2,16
NOI,SGO,2,18
NOK,DSO,14,32
NOK,BKN,16,65
NOK,NGO,30,51
KKU,JOB,4,28
KKU,JP,4,9
ARV,TNM,4,48
ARV,PRL,4,17
KKW,SNDD,6,25
KKW,NAN,2,22
KKW,VBW,4,43
KKW,THVM,6,114
KKW,RN,12,156
KKW,SWV,2,68
KKP,GJUT,12,16
KKP,BRW,2,18
KKP,FDK,12,13
KKP,BTI,2,43
KKM,YA,10,15
KKM,HX,10,24
HLN,HAS,12,32
HLN,KRNR,8,54
HLN,MGF,4,19
KKN,KNW,7,76
KKN,BRUD,2,20
KKN,HD,15,32
KKN,CAER,6,31
KKI,NRZB,2,10
KKI,UMR,2,12
TDU,KQT,2,25
TDU,NAW,4,18
TDU,BMT,6,109
TDU,VKB,20,41
TDU,SEM,14,34
TDU,WADI,6,70
KKJ,LKO,2,15
KKJ,MLD,4,10
KKJ,AMG,2,8
APDJ,HSA,7,35
APDJ,KOJ,10,81
APDJ,HOJ,2,26
APDJ,NBQ,5,109
APDJ,DLO,4,60
APDJ,BNV,2,69
APDJ,SGUJ,2,161
APDJ,GOGH,4,49
APDJ,NMZ,2,114
APDJ,NCB,2,23
APDJ,NJP,2,168
KKA,DLK,2,15
KKA,KNE,2,14
NOQ,KOJ,18,79
NOQ,KAMG,6,20
NOQ,FKM,7,69
NOQ,NBQ,17,106
NOQ,GOGH,2,46
NOQ,NCB,52,19
KKB,SRID,2,15
KKB,NU,2,15
VAPM,PAY,2,26
VAPM,CAN,4,7
VAPM,KPQ,2,7
STPD,KCG,2,5
STPD,MJF,2,4
VAPI,NVS,4,63
VAPI,BL,67,24
VAPI,BOR,16,72
VAPI,BSR,26,122
VAPI,ST,22,93
VAPI,PLG,9,83
VAPI,BLD,6,13
VAPI,BVI,23,140
VAPI,UVD,6,8
VAPI,DRD,19,51
BZLE,KGLE,7,27
BZLE,SALE,7,14
VBL,PVP,17,24
VBL,VZM,21,53
VBL,PVPT,4,25
VBW,RAJP,6,24
VBW,NAN,2,21
PRNR,GADH,2,7
CTC,KNPR,1,4
CTC,KDRP,2,16
CTC,DNM,3,36
CTC,BBS,103,28
CTC,BHC,10,116
CTC,NRG,2,11
CTC,JKPR,2,64
CTC,BLS,4,177
CTC,DNKL,13,57
CTC,KIS,2,15
CTC,JJKR,68,72
CTC,BRAG,4,11
CTC,SORO,2,145
CTC,MCS,4,21
CTO,PAK,13,30
CTO,KPD,34,32
CTO,TPTY,23,72
BRJN,RIG,8,60
BRJN,JSG,16,13
BRJN,BPH,8,9
MTJ,KSV,15,41
MTJ,SWM,4,217
MTJ,NDLS,14,140
MTJ,MRT,1,2
MTJ,AH,5,35
MTJ,CHJ,8,31
MTJ,BTE,24,34
MTJ,RKM,38,50
MTJ,FDB,28,113
MTJ,DSJ,2,137
MTJ,FHT,2,22
MTJ,HTC,6,41
MTJ,BVH,5,105
MTJ,KSJ,2,105
MTJ,NZM,40,133
MTJ,GDO,2,25
WHM,AK,20,79
WHM,HNL,20,47
PNDM,VRI,5,18
PNDM,ALU,5,35
ABSA,TLMR,2,29
ABSA,MANU,2,20
SID,CHP,2,14
SID,PNU,14,30
SID,UJA,14,14
SID,MSH,2,31
MDL,BHL,2,11
MDL,GBP,2,53
DBEC,R,2,20
DBEC,BIA,2,4
RLO,TU,4,24
LMP,STP,3,45
LMT,BGK,8,35
SPE,GPD,2,35
SPE,GDR,8,55
LMK,DHD,3,34
LMK,MAM,1,10
LMK,PPD,4,8
LMN,RBL,10,21
LMN,UCR,10,17
LMO,SVKD,2,24
LMO,DAS,2,33
LMG,DPU,27,32
LMG,HJI,5,45
LMG,MBG,2,66
LMG,JID,2,123
LMG,LKA,19,30
LMG,DMV,1,69
LMG,GHY,4,180
LMG,MYD,2,10
LMG,LGT,2,39
DPU,DMV,27,37
MOTC,RWL,3,7
MOTC,HW,3,4
DPS,KNPS,2,20
DPS,DJHR,2,21
DPS,BJMD,2,22
DPS,NOMD,2,8
DPR,SEO,11,14
DPR,NGG,15,16
DPR,MB,4,59
MOTH,AIT,8,34
MOTH,JHS,2,56
MOTH,CGN,8,24
MOTH,ORAI,2,58
JID,NNGE,2,49
JID,CPK,18,34
JID,GHY,16,58
JID,DGU,4,23
JID,HJI,2,79
MVLK,CNGR,31,12
MVLK,QLN,2,49
MVLK,CYN,2,6
UKL,TUP,3,14
UKL,ED,3,36
DPA,JP,26,7
DPA,SWM,14,124
DPA,BNLW,12,59
SDGM,HMT,2,81
SDGM,ASV,2,5
DPL,LKN,2,5
DPL,BGS,2,13
DPJ,HSRA,17,92
DPJ,SA,17,66
DPJ,PCV,2,21
DPJ,OML,2,55
UKA,UDL,2,12
UKA,PAW,2,9
LD,DWR,17,70
LD,PUNE,1,467
LD,LWR,22,34
LD,BGM,26,51
LD,CLR,15,25
LD,KNP,4,26
KAMG,JOQ,2,8
KAMG,GOGH,2,26
KAMG,FKM,2,49
LC,DAL,3,2
LC,BNZ,10,7
LC,ASH,3,2
LC,LJN,10,5
LM,RUR,2,27
LM,BTD,3,49
LM,WC,3,20
LM,JVN,2,23
BNLW,ISA,4,26
BNLW,SWM,6,65
BNLW,CKB,2,44
LS,NR,10,17
LS,NK,8,48
LS,MMR,18,25
BLPU,BE,2,36
BLPU,PMR,1,16
BLPU,MK,2,7
BLPU,TSA,2,7
BLPU,TLH,1,16
BLPR,KUTI,2,4
BLPR,RNGG,2,4
TPH,TLJ,2,10
TPH,SBG,10,38
TPH,BHW,12,16
ANTU,AME,6,14
ANTU,JGJ,1,8
ANTU,MFL,2,8
ANTU,PBH,4,21
ANTU,CIL,3,17
CLDR,HCNR,2,11
CLDR,SGDP,2,11
RDHP,DEOR,4,41
RDHP,SIOB,2,134
RDHP,SNLR,4,43
RDHP,BLDI,2,68
NLDA,CTYL,4,26
NLDA,GNT,2,172
NLDA,RMNP,2,34
NLDA,BN,2,77
NLDA,MRGA,18,38
NLDA,SC,12,109
KWAE,NDAE,17,39
KWAE,KGLE,2,58
KWAE,SALE,13,17
KWAE,AZ,2,73
PNP,UMB,22,109
PNP,NDLS,17,90
PNP,SZM,5,85
PNP,DLI,3,89
PNP,GNU,3,29
PNP,KUN,34,34
PNP,SMK,14,17
PNP,DEC,2,94
PNP,DEE,2,91
NLDM,NNGL,2,3
NLDM,ANSB,6,20
NLDM,UHL,2,17
BINA,SCI,1,94
BINA,BAQ,28,45
BINA,DUA,10,35
BINA,BPL,52,138
BINA,JHS,45,152
BINA,BAB,2,128
BINA,MABA,13,18
BINA,SGO,6,74
BINA,BHS,8,86
BINA,ASKN,3,75
BINA,LAR,33,62
BINA,MNV,9,28
PNW,BKSC,6,17
PNW,KSX,4,12
PNW,JAA,2,24
PNK,CNB,9,10
PNK,RURA,12,33
PNK,GOY,4,7
PNK,PHD,1,72
BKNG,RJT,14,6
BKNG,GDL,14,35
PNC,FUT,45,12
PNC,BKG,7,6
PNC,MKA,4,80
PNC,GZH,10,3
PNC,PNBE,23,10
PNC,RJPB,33,7
PNC,BKP,10,36
SRNR,GWD,6,12
SRNR,MBNR,2,63
SRNR,WPR,4,10
PNE,BHP,13,4
PNE,AMP,7,15
PND,APR,24,51
PND,BIG,6,54
PND,KOI,2,11
PND,BSP,18,100
PND,HRB,2,8
PNF,JOA,2,16
PNF,PRLI,2,36
KUDL,SNDD,6,14
KUDL,KRMI,2,99
KUDL,THVM,4,75
KUDL,RN,10,195
KUDL,SWV,6,30
CTKT,DNA,4,30
CTKT,KHTU,2,6
CTKT,DIA,6,35
SIPR,SWA,1,5
SIPR,MHH,1,3
JPG,NJP,2,35
JPG,RQJ,2,9
JPG,HDB,6,22
JPG,MOP,2,6
JOP,ZBD,4,7
JOP,BTP,2,38
JOP,LBA,4,63
JOP,SLN,10,86
JOP,JLL,4,18
JOP,SKN,8,28
JOP,BSB,12,58
JOQ,GOGH,2,18
JOR,MKSR,4,32
JOR,MON,4,35
PRF,SWPR,6,13
PRF,BOY,11,9
PRF,KEH,5,9
SAN,LKO,13,48
SAN,UTA,2,5
SAN,MLD,3,24
SAN,AMG,3,43
SAN,BLM,12,20
SAN,HRI,9,54
SAN,RBD,4,11
PRB,KPP,4,15
PRB,SEH,4,14
SAC,GWL,2,18
SAC,MLAR,2,7
PRL,TNM,4,31
SAA,AMH,4,13
SAA,MMA,4,9
MUR,NGB,2,21
MUR,MSW,14,14
MUR,GKP,4,125
MUR,KEA,2,30
MUR,BST,20,61
MUR,BV,6,31
MUR,AY,6,39
SAG,DUI,19,16
SAG,SFM,13,12
SAG,JHL,6,50
PRH,EE,2,2
PRH,NZD,2,17
NGR,UBL,9,35
NGR,SVHE,2,13
NGR,GDG,11,23
PRT,CUPJ,2,27
PRT,VM,4,20
PRT,TDPR,2,23
JOB,FL,13,18
JOB,JP,11,37
JOB,HDA,2,10
JOC,BURN,13,33
JOC,ASN,4,37
JOC,ANR,7,13
JOC,PRR,10,39
PRP,TKN,7,13
PRP,KQR,7,44
PRP,GAYA,5,33
PRP,GJD,3,34
PRP,GAP,2,12
PRR,BBM,13,31
PRR,GUG,2,29
PRR,GAYA,2,261
PRR,TATA,14,90
PRR,BJE,2,49
PRR,ADRA,6,39
PRR,CKP,6,118
PRR,ANR,13,26
PRR,BKSC,4,64
PRR,CNI,2,54
BLW,CNK,2,7
BLW,RSI,2,9
SAP,NDKD,2,53
SAP,PGRL,14,32
SAP,GNT,16,42
SAW,BOY,8,15
SAW,SQN,7,10
SAW,MOF,6,7
SAV,BSL,2,16
SAV,NB,2,9
SAU,ADI,5,28
SAU,ABD,2,12
SAU,CE,2,11
SAU,VG,5,37
NRKR,PAR,19,18
NRKR,BZU,4,105
NRKR,NGP,6,85
NRKR,CNDB,4,95
NRKR,AMLA,2,82
NRKR,KATL,15,25
SNF,BMT,6,4
SNF,LPI,6,14
GRRU,RFJ,12,16
GRRU,GAYA,12,22
CHE,NWP,10,47
CHE,DUSI,2,6
CHE,VZM,50,70
CHE,TIU,6,19
CHE,PDU,4,16
CHE,PSA,46,72
CHE,CPP,10,39
CHE,BAM,2,147
JNR,KML,6,20
JNR,SMI,6,25
MRT,HTC,1,40
CHI,ROHA,8,179
CHI,SGR,4,59
CHI,PNVL,11,256
CHI,SVX,2,26
CHI,KHED,7,41
CHI,RN,18,106
JAT,VJPJ,7,21
JAT,SMBX,9,33
JAT,BBMN,8,9
JAT,PTKC,12,99
JAT,KTHU,28,77
JAT,UHP,6,54
JAT,GHGL,2,42
JAT,RMJK,2,44
SKTN,KRSL,4,10
MRR,RJG,6,12
MRR,NHT,8,16
MRR,PKR,7,23
MRR,CTR,1,7
MRR,RPH,4,31
KASR,KUR,2,11
KASR,DEG,2,5
MRL,NVS,8,9
MRL,UDN,2,17
MRL,SCH,4,7
MRL,ST,2,22
JAO,RTM,11,33
JAO,MDS,9,51
JAO,NLI,2,20
JAO,DOD,4,17
CHR,BUI,1,21
CHR,PEP,2,11
CHR,RSR,3,11
JAM,RJT,4,85
JAM,BNVD,2,79
JAM,WSJ,4,98
JAM,KNLS,2,27
JAM,LPJ,6,43
JAM,HAPA,39,9
JAM,KMBL,23,54
JAJ,GHR,16,11
JAJ,STL,11,19
JAJ,PNBE,2,177
JAJ,JMU,18,26
JAJ,BJU,14,93
JAJ,KIUL,32,54
JAJ,LKR,4,55
JAJ,JSME,77,44
CHV,PAY,12,14
CHV,KZE,4,15
CHV,NLE,12,5
CHV,TKQ,4,8
MRK,CBM,6,26
MRK,DKD,8,24
MRK,GID,2,59
MRK,TLU,2,13
MRK,NRT,2,99
MRE,BMU,1,9
MRE,SYWN,1,4
CHZ,BG,2,34
CHZ,MLY,2,7
MRG,DBY,2,13
MRG,LEDO,2,8
MRA,DHO,30,27
MRA,GWL,45,39
MRA,BAO,2,19
MRB,KBL,5,22
MRB,HPT,5,6
JAA,MURI,18,13
JAA,BKSC,8,40
JAA,KSX,8,11
